amount_tsh,gps_height,population,age,public_meeting_True,permit_True,status_group
0.0,1725,150,13.0,1,1,functional
0.0,72,1,46.0,1,1,non functional
0.0,1343,450,16.0,1,1,functional needs repair
0.0,614,150,22.0,1,1,non functional
0.0,1380,1,21.0,1,1,functional
500.0,56,300,17.0,1,1,functional
0.0,1230,1,14.0,1,1,functional
0.0,1568,203,13.0,1,1,functional needs repair
100.0,1,360,14.0,0,1,functional
50.0,1658,500,15.0,1,1,functional
5000.0,773,250,10.0,1,1,non functional
10.0,436,100,24.0,1,1,functional
0.0,151,1,18.0,1,1,non functional
30.0,328,460,34.0,1,0,functional needs repair
0.0,150,100,23.0,1,0,non functional
200.0,644,120,13.0,1,1,functional
0.0,1706,1,26.0,1,1,non functional
0.0,1170,1,15.0,1,1,non functional
2500.0,1281,1,50.0,1,1,functional
0.0,1559,320,14.0,1,0,non functional
0.0,350,23,46.0,0,1,non functional
2000.0,490,1,38.0,1,0,functional
500.0,2045,123,14.0,1,1,functional
0.0,1181,260,23.0,1,1,non functional
0.0,1739,120,21.0,1,0,non functional
200.0,1497,110,12.0,1,1,functional
0.0,1041,800,16.0,0,1,non functional
25.0,706,80,14.0,1,1,functional
1000.0,1609,1,38.0,1,1,functional
0.0,696,250,13.0,1,1,non functional
500.0,312,40,11.0,1,1,functional
0.0,1646,0,22.0,0,1,functional
0.0,372,86,14.0,1,0,non functional
500.0,1703,80,14.0,1,0,functional
0.0,213,400,39.0,1,0,non functional
25.0,1533,250,16.0,1,0,functional
0.0,1334,1,52.0,1,1,non functional
500.0,1593,55,44.0,1,1,functional
0.0,750,0,34.0,1,1,non functional
1000.0,932,350,36.0,1,1,functional
0.0,633,500,22.0,1,1,functional
500.0,908,100,37.0,1,1,functional needs repair
0.0,1442,400,22.0,1,1,non functional
500.0,1179,200,32.0,1,1,functional
0.0,0,300,27.0,1,1,non functional
0.0,388,400,25.0,1,0,non functional
500.0,1481,120,13.0,1,0,functional
0.0,979,0,13.0,1,1,non functional
0.0,2317,0,37.0,1,1,functional
300.0,1632,120,13.0,1,0,functional
0.0,1078,1,19.0,1,1,functional
0.0,1068,600,22.0,1,0,functional
500.0,2067,150,32.0,1,1,functional
1000.0,1273,350,13.0,1,1,non functional
1000.0,1673,0,19.0,1,0,functional
0.0,374,1,27.0,1,1,non functional
250.0,1154,230,22.0,1,1,functional needs repair
100.0,37,20,12.0,1,0,non functional
0.0,1347,250,44.0,1,1,functional
200.0,1139,800,22.0,1,1,functional
50.0,1028,123,12.0,1,1,functional
0.0,1647,570,47.0,1,1,non functional
0.0,0,1,37.0,1,0,non functional
0.0,910,200,20.0,1,1,functional
0.0,468,250,37.0,1,1,non functional
0.0,328,30,12.0,1,1,non functional
0.0,279,700,17.0,1,1,functional
0.0,1184,75,17.0,1,1,functional
750.0,1503,380,14.0,1,1,functional
0.0,1821,1,37.0,1,1,functional
0.0,2408,250,31.0,1,0,non functional
0.0,1368,1,21.0,1,1,functional
200.0,372,80,15.0,1,1,functional
0.0,1425,350,17.0,1,0,functional
0.0,35,100,13.0,1,0,non functional
0.0,1652,200,24.0,1,1,functional
30.0,353,100,14.0,1,1,non functional
0.0,929,400,44.0,0,0,non functional
0.0,1833,300,33.0,1,1,non functional
0.0,343,1,50.0,1,1,non functional
0.0,1950,30,24.0,1,1,functional
0.0,1040,120,29.0,1,0,non functional
20.0,435,145,25.0,1,1,functional
0.0,1376,1,12.0,1,1,functional
0.0,1508,120,9.0,1,1,functional
0.0,1415,1,41.0,1,1,functional
0.0,288,120,40.0,1,1,non functional
0.0,1467,40,50.0,0,1,functional
0.0,341,1,38.0,1,1,functional
10.0,96,123,11.0,0,0,functional
0.0,732,1,22.0,1,1,non functional
0.0,1448,300,13.0,1,0,non functional
100.0,2092,0,22.0,1,0,functional
0.0,1760,1,30.0,1,1,functional
200.0,300,350,26.0,1,1,functional
1000.0,728,300,23.0,1,0,functional
100.0,488,1,49.0,1,1,non functional
0.0,1649,29,32.0,1,0,functional needs repair
0.0,1094,350,48.0,1,0,non functional
0.0,1271,1,9.0,1,1,functional
0.0,1447,1,23.0,1,1,non functional
30.0,150,15,13.0,0,1,non functional
0.0,1315,140,18.0,1,0,non functional
0.0,1722,2800,14.0,0,1,functional
500.0,1578,55,44.0,1,1,functional
6000.0,1509,630,37.0,1,1,functional
0.0,1864,1,38.0,0,0,non functional
0.0,1161,30,24.0,1,1,functional
0.0,1418,50,38.0,1,1,functional
0.0,1540,350,13.0,1,0,functional
0.0,186,300,10.0,1,1,non functional
0.0,235,530,42.0,1,0,non functional
5.0,1213,75,23.0,1,1,functional
500.0,1167,215,30.0,1,1,non functional
0.0,1768,95,48.0,1,1,functional
0.0,728,740,41.0,1,1,non functional
50.0,1464,200,22.0,1,1,functional
0.0,1091,120,27.0,1,1,non functional
10.0,442,250,25.0,1,1,non functional
0.0,1015,200,33.0,1,0,functional
0.0,22,400,18.0,1,0,functional
0.0,1229,360,10.0,1,1,functional
50.0,257,50,13.0,1,1,functional
200.0,1071,150,16.0,1,1,functional needs repair
0.0,1787,1,37.0,1,1,functional needs repair
200.0,404,30,18.0,1,1,functional needs repair
0.0,1435,234,10.0,1,1,functional
0.0,1695,150,52.0,1,1,non functional
250.0,1722,230,46.0,1,1,non functional
5.0,1502,200,20.0,1,1,functional
0.0,292,600,14.0,1,0,functional
2000.0,977,1,30.0,1,1,non functional
0.0,299,650,10.0,1,1,non functional
4700.0,1197,67,36.0,1,1,functional
0.0,977,245,10.0,1,1,functional
0.0,1194,150,18.0,1,1,non functional
1000.0,1525,30,12.0,1,1,functional needs repair
0.0,259,600,25.0,1,1,functional
1000.0,0,30,42.0,1,1,functional
0.0,273,500,25.0,1,1,non functional
0.0,287,1,29.0,1,1,non functional
0.0,1700,1,15.0,1,1,functional
50.0,389,1,13.0,1,1,non functional
0.0,15,800,17.0,1,0,functional
5.0,1480,200,20.0,1,1,functional
50.0,650,250,17.0,1,1,non functional
0.0,1803,50,13.0,1,1,functional
0.0,383,1,40.0,1,1,non functional
0.0,765,1,48.0,0,1,non functional
0.0,1140,400,18.0,1,1,non functional
100.0,322,50,14.0,1,0,functional
0.0,1255,120,20.0,1,1,non functional
0.0,262,1,10.0,0,0,functional
500.0,1496,250,14.0,1,0,functional
200.0,1279,120,12.0,1,1,non functional
0.0,1338,89,12.0,1,1,functional
0.0,1345,80,40.0,1,1,functional
0.0,257,950,42.0,1,1,non functional
0.0,1254,78,14.0,1,1,functional
0.0,1087,3250,17.0,1,1,non functional
0.0,1999,12,14.0,1,0,functional
500.0,999,140,40.0,1,1,functional
0.0,1264,1,53.0,1,1,non functional
500.0,1834,150,21.0,1,1,functional
0.0,962,800,14.0,1,0,functional
0.0,1605,1,13.0,1,1,functional
0.0,1621,1,20.0,1,1,functional
0.0,1543,95,20.0,1,1,non functional
0.0,1747,200,17.0,1,1,functional
500.0,1045,40,30.0,1,1,functional
1200.0,867,0,22.0,1,1,functional
1000.0,1416,35,27.0,1,1,functional needs repair
500.0,2048,50,14.0,1,1,functional
5.0,1241,30,15.0,1,1,functional
200.0,976,140,38.0,1,1,functional needs repair
0.0,1721,213,13.0,1,1,functional
0.0,247,60,25.0,1,1,functional
6000.0,1485,126,15.0,1,1,functional
20.0,846,65,10.0,1,1,functional
0.0,0,60,16.0,1,1,non functional
0.0,416,56,14.0,1,1,non functional
0.0,425,300,14.0,1,0,functional
0.0,1446,1,46.0,0,1,non functional
0.0,554,80,28.0,1,0,functional
0.0,311,1,45.0,1,1,non functional
0.0,1338,700,21.0,1,0,functional needs repair
100.0,22,60,12.0,1,1,functional
0.0,1930,0,38.0,1,0,functional
0.0,225,550,40.0,1,1,non functional
0.0,1311,156,16.0,1,1,functional
5000.0,368,964,19.0,1,1,non functional
200.0,278,100,13.0,1,1,functional
25.0,306,1000,20.0,1,0,functional
50.0,776,1,13.0,0,0,non functional
1000.0,1754,1,18.0,1,1,functional
0.0,557,1,54.0,1,1,non functional
30.0,316,630,24.0,1,1,non functional
0.0,344,1,14.0,1,0,functional
0.0,146,530,42.0,1,1,non functional
0.0,-13,140,15.0,1,0,functional
0.0,890,1,48.0,0,1,non functional
500.0,1815,50,44.0,1,1,functional
500.0,1693,0,27.0,1,0,functional
20000.0,1588,150,27.0,1,1,functional
0.0,1761,450,32.0,1,0,non functional
0.0,1324,196,13.0,1,1,functional
0.0,0,400,25.0,1,0,non functional
0.0,-14,642,12.0,1,1,functional
0.0,1249,210,21.0,1,0,functional
0.0,1208,500,40.0,1,1,non functional
5.0,1229,60,23.0,1,1,functional
20.0,0,1,14.0,1,1,functional
20.0,289,350,16.0,1,1,functional
1000.0,2090,0,48.0,0,0,functional
1000.0,1565,1,33.0,1,1,non functional
1000.0,1365,600,14.0,1,1,functional
0.0,1197,300,48.0,1,1,non functional
20.0,-16,50,11.0,1,0,functional
0.0,1421,350,24.0,1,1,non functional
1000.0,458,63,30.0,1,1,functional
500.0,1094,300,35.0,1,0,non functional
0.0,1015,1,14.0,1,0,non functional
250.0,1219,350,23.0,1,1,functional needs repair
0.0,351,1,42.0,1,1,non functional
10.0,774,1,21.0,1,1,non functional
0.0,315,1,46.0,1,1,non functional
0.0,1497,86,17.0,1,1,functional
30.0,985,200,42.0,1,1,functional
20.0,1672,853,15.0,1,1,functional
0.0,334,20,24.0,1,1,functional
10.0,440,100,24.0,1,1,functional needs repair
0.0,1399,150,27.0,1,1,non functional
500.0,1457,22,19.0,1,1,non functional
0.0,426,1,39.0,1,1,non functional
5000.0,1141,350,12.0,1,1,functional
500.0,978,55,40.0,1,1,functional
6.0,1627,60,14.0,1,1,functional
50.0,-15,180,22.0,1,0,functional
0.0,1623,613,15.0,1,1,functional
200.0,1496,510,34.0,1,1,functional needs repair
0.0,1338,245,36.0,1,1,non functional
0.0,1917,0,37.0,1,1,non functional
0.0,997,0,13.0,1,1,non functional
0.0,1859,1,39.0,1,1,non functional
0.0,935,120,48.0,1,1,non functional
0.0,1491,79,44.0,1,1,non functional
25.0,1108,150,42.0,1,1,non functional
500.0,1838,150,18.0,1,1,non functional
0.0,193,1,17.0,1,1,non functional
0.0,221,1,18.0,1,1,non functional
10.0,1588,40,23.0,1,1,functional
500.0,1375,53,35.0,1,1,functional needs repair
0.0,370,256,37.0,1,1,non functional
0.0,1216,300,49.0,1,1,non functional
0.0,-15,30,13.0,0,0,non functional
20.0,1017,100,22.0,1,1,non functional
0.0,60,90,20.0,1,0,non functional
0.0,274,800,25.0,1,1,non functional
8000.0,1464,0,46.0,1,1,functional
50.0,460,300,12.0,1,0,functional needs repair
500.0,783,250,27.0,1,0,non functional
0.0,269,100,13.0,1,1,functional
0.0,131,500,11.0,1,0,non functional
20.0,75,18,14.0,0,0,non functional
500.0,49,600,26.0,1,1,functional
3000.0,1163,50,32.0,1,1,functional
1000.0,329,266,27.0,1,1,functional
3000.0,1163,1000,37.0,1,0,non functional
0.0,759,1,20.0,1,1,functional
0.0,305,60,16.0,1,1,non functional
0.0,20,389,13.0,1,0,non functional
100.0,2153,0,33.0,1,0,non functional
50.0,970,0,13.0,1,1,non functional
6.0,868,5,14.0,1,1,functional
2000.0,1610,65,11.0,1,1,functional
500.0,1383,500,13.0,1,0,functional
0.0,-15,20,19.0,1,0,non functional
0.0,1021,450,17.0,1,1,functional
0.0,316,430,24.0,1,1,non functional
1000.0,299,400,12.0,1,1,functional
0.0,1393,1,19.0,1,1,non functional
0.0,1429,1,52.0,1,1,non functional
0.0,1582,150,16.0,1,0,functional
0.0,366,100,16.0,1,1,functional
0.0,1543,1,48.0,1,1,non functional
300.0,841,34,30.0,1,0,functional
500.0,1656,40,16.0,1,0,functional
0.0,274,2000,27.0,1,0,non functional
500.0,1466,300,38.0,1,1,functional
100.0,325,423,27.0,1,1,functional
2000.0,1002,0,17.0,1,1,functional
50.0,0,563,24.0,1,1,functional
0.0,831,400,50.0,1,1,functional needs repair
0.0,1205,300,40.0,1,1,non functional
0.0,1359,1,12.0,1,1,functional
20.0,0,3000,21.0,1,1,functional
1000.0,1050,0,31.0,1,1,functional
200.0,637,93,17.0,1,1,functional
0.0,2241,0,20.0,1,0,functional
0.0,1033,500,17.0,1,1,functional
5.0,1243,20,15.0,1,1,functional
0.0,1695,50,13.0,1,0,functional
200.0,461,96,28.0,1,1,functional
0.0,1322,230,18.0,1,0,functional
20.0,0,805,14.0,1,1,non functional
0.0,33,463,18.0,1,0,functional
2000.0,1537,20,37.0,1,1,functional
0.0,1925,1,24.0,1,1,functional
500.0,377,1,11.0,1,1,functional
0.0,0,50,15.0,1,1,functional
0.0,1345,325,36.0,1,1,functional needs repair
0.0,1760,150,42.0,1,1,functional
0.0,134,200,24.0,1,0,non functional
0.0,1350,1,52.0,1,1,non functional
0.0,1312,1,37.0,1,1,functional
0.0,1419,1,13.0,1,1,functional
0.0,1791,140,32.0,1,1,non functional
100.0,2165,0,20.0,1,0,functional
0.0,1594,260,28.0,1,1,non functional
0.0,74,100,12.0,0,0,functional
0.0,0,1,32.0,1,0,non functional
0.0,340,1,37.0,1,1,non functional
50.0,1279,100,14.0,1,0,non functional
50.0,375,378,15.0,1,0,non functional
50.0,37,234,16.0,1,0,functional needs repair
5000.0,896,170,11.0,1,1,functional
0.0,1340,220,50.0,1,0,non functional
50.0,1226,300,43.0,1,1,non functional
0.0,1184,20,13.0,0,0,non functional
0.0,1519,300,38.0,1,0,non functional
0.0,-18,1,48.0,1,1,non functional
0.0,1347,98,10.0,1,1,functional
500.0,887,560,37.0,1,1,functional needs repair
0.0,0,30,13.0,1,1,functional
0.0,151,120,18.0,1,0,non functional
30.0,1515,100,10.0,1,1,functional
3000.0,1034,340,46.0,1,1,functional needs repair
0.0,2567,146,10.0,1,0,functional
500.0,953,40,50.0,1,1,non functional
0.0,1624,1,25.0,1,1,non functional
0.0,337,1,40.0,1,1,non functional
0.0,1719,200,14.0,1,0,functional
0.0,983,50,48.0,0,1,functional needs repair
5.0,914,300,23.0,1,1,functional
2000.0,1997,0,46.0,1,0,functional
5000.0,112,20,12.0,1,1,functional
0.0,1554,1,14.0,1,1,functional
500.0,382,1,15.0,1,1,non functional
0.0,334,60,42.0,1,1,functional needs repair
0.0,373,70,14.0,0,1,non functional
0.0,1690,200,12.0,1,1,non functional
3000.0,1017,520,10.0,1,1,functional
3000.0,1882,0,12.0,1,0,functional
0.0,1975,5,20.0,1,1,functional
0.0,954,300,14.0,1,0,functional
2200.0,1719,630,39.0,1,1,functional
0.0,1267,102,11.0,1,1,functional
0.0,1788,200,32.0,1,1,functional
30.0,47,1,48.0,1,0,functional
20.0,193,350,22.0,1,1,non functional
20.0,262,430,16.0,1,1,non functional
300.0,301,50,11.0,1,1,functional
0.0,1288,1000,26.0,1,0,non functional
10.0,1040,76,23.0,1,1,functional
200.0,943,110,38.0,1,1,functional needs repair
0.0,1504,400,38.0,1,0,functional needs repair
0.0,777,1,18.0,1,1,non functional
0.0,6,60,34.0,0,1,functional
0.0,1696,45,50.0,0,1,functional needs repair
500.0,1549,65,44.0,1,1,functional needs repair
10.0,325,1,27.0,1,0,non functional
200.0,1731,0,14.0,1,0,functional
20.0,905,250,10.0,1,1,functional
0.0,108,600,40.0,1,1,non functional
500.0,1848,75,13.0,1,1,functional
25.0,1088,2000,16.0,1,1,functional
0.0,1307,400,29.0,1,0,functional
6000.0,1968,25,15.0,1,1,functional
30.0,-20,100,32.0,1,1,non functional
10.0,784,20,21.0,1,1,functional
0.0,1159,800,15.0,1,1,non functional
3000.0,327,1,28.0,1,0,functional needs repair
0.0,-18,50,22.0,1,0,non functional
0.0,989,200,44.0,1,1,non functional
250.0,1302,520,21.0,1,1,non functional
300.0,757,1,11.0,1,1,non functional
250.0,1078,2700,37.0,1,0,non functional
0.0,1783,350,43.0,1,0,non functional
100.0,1230,4800,30.0,1,0,functional
0.0,300,188,27.0,1,1,functional
3000.0,669,1,26.0,1,0,functional
0.0,1751,150,25.0,1,1,non functional
1500.0,1053,250,10.0,1,1,functional
50.0,512,130,12.0,1,1,functional
25.0,679,350,14.0,1,1,functional
0.0,1150,250,23.0,0,0,functional
0.0,1198,4200,28.0,1,0,non functional
30000.0,1872,300,13.0,1,1,functional
250.0,1281,340,34.0,1,1,functional needs repair
0.0,308,1000,19.0,1,1,functional
40.0,-6,200,22.0,1,1,functional
0.0,1330,429,10.0,1,1,functional
300.0,991,300,26.0,1,1,non functional
0.0,1149,420,23.0,1,0,non functional
0.0,0,200,14.0,1,1,functional
0.0,23,400,52.0,1,0,non functional
500.0,1207,23,27.0,1,1,functional
0.0,102,600,50.0,1,0,non functional
0.0,2014,50,15.0,1,0,functional
500.0,950,126,37.0,1,1,non functional
0.0,266,50,13.0,1,1,functional
200.0,1741,0,14.0,1,0,functional
1000.0,329,1,17.0,1,1,functional
600.0,814,210,13.0,1,1,functional
500.0,2098,50,14.0,1,1,functional
7200.0,1753,220,20.0,1,1,functional
0.0,176,300,25.0,1,1,non functional
0.0,1159,1,52.0,1,1,non functional
20.0,880,200,18.0,1,1,functional
0.0,307,350,25.0,1,1,functional
100.0,1621,50,12.0,1,1,functional
0.0,93,500,25.0,1,1,functional
0.0,1290,350,12.0,1,1,functional
600.0,572,1,30.0,1,0,functional
0.0,967,235,11.0,1,1,functional
117000.0,1646,400,30.0,1,1,non functional
0.0,1734,150,19.0,1,1,functional
500.0,1417,303,28.0,1,1,functional
0.0,1274,1,27.0,1,1,non functional
0.0,1106,700,13.0,1,1,non functional
500.0,1668,1,30.0,1,1,functional
1000.0,621,1,42.0,1,1,functional
10.0,198,100,40.0,1,1,non functional
0.0,1014,60,44.0,0,1,non functional
0.0,1169,390,10.0,1,0,functional
0.0,1266,175,37.0,1,1,non functional
0.0,1318,40,48.0,1,1,functional needs repair
30.0,63,100,28.0,0,0,functional
0.0,1839,580,24.0,1,1,functional
0.0,1204,84,11.0,1,1,functional
0.0,707,130,41.0,1,0,non functional
0.0,1250,96,16.0,1,1,non functional
0.0,294,200,15.0,1,0,non functional
0.0,1711,100,50.0,1,1,non functional
0.0,1240,497,10.0,0,0,non functional
0.0,0,190,33.0,1,1,functional
500.0,395,150,26.0,1,1,functional
1500.0,0,450,48.0,1,1,functional
0.0,1305,200,24.0,0,0,functional needs repair
0.0,1105,120,27.0,1,1,non functional
0.0,1255,360,31.0,1,0,non functional
0.0,-1,1,48.0,1,1,non functional
0.0,20,1,12.0,1,1,non functional
0.0,264,200,41.0,1,1,non functional
0.0,1001,1,20.0,1,1,non functional
0.0,361,45,26.0,1,1,non functional
0.0,1260,130,19.0,1,1,functional
50.0,1069,1,16.0,0,1,non functional
500.0,1821,108,13.0,1,1,functional
0.0,1757,230,20.0,1,0,functional
200.0,1050,130,29.0,1,1,functional
0.0,-31,30,22.0,1,0,non functional
50.0,193,120,49.0,1,1,functional
0.0,0,50,51.0,1,1,functional
0.0,101,350,25.0,1,1,non functional
25.0,676,750,14.0,1,1,functional
0.0,758,1,38.0,0,0,non functional
0.0,1325,65,10.0,0,1,functional
0.0,1079,1500,15.0,1,1,non functional
0.0,1539,150,20.0,1,1,non functional
1000.0,991,0,29.0,1,1,functional
20.0,0,1200,38.0,1,1,functional
0.0,1278,250,34.0,1,0,non functional
0.0,314,200,26.0,1,1,non functional
0.0,924,150,39.0,1,1,functional
100.0,924,630,24.0,1,0,functional
10.0,350,60,14.0,1,1,functional
3000.0,1084,75,36.0,1,0,functional
2500.0,1184,1,60.0,1,1,non functional
0.0,916,250,24.0,1,1,non functional
100.0,847,400,35.0,1,1,functional needs repair
2000.0,1801,50,34.0,1,0,functional
0.0,2025,0,38.0,1,0,functional
0.0,17,200,33.0,1,1,non functional
20.0,1203,1,14.0,1,1,functional
5.0,1264,100,23.0,1,1,functional
0.0,396,20,40.0,1,1,functional
0.0,0,390,43.0,1,1,functional
50.0,66,1,17.0,1,1,non functional
30.0,1137,241,28.0,1,1,non functional
0.0,1081,190,14.0,1,0,non functional
0.0,1583,896,11.0,1,1,functional
0.0,306,55,10.0,1,1,functional
20.0,1222,140,10.0,1,1,functional
0.0,1289,250,40.0,1,1,non functional
0.0,1730,350,44.0,1,1,functional
500.0,2129,35,13.0,1,0,functional
0.0,1332,1500,17.0,1,1,non functional
0.0,810,25,23.0,0,0,non functional
500.0,950,199,37.0,1,1,functional needs repair
30.0,0,500,38.0,1,1,functional
0.0,1357,160,19.0,1,0,non functional
0.0,128,600,12.0,1,1,non functional
0.0,1030,140,20.0,1,1,functional
0.0,168,250,40.0,1,1,non functional
0.0,1265,360,13.0,1,0,functional
5.0,1301,35,23.0,1,1,functional
0.0,67,2000,16.0,1,0,functional
0.0,-20,112,36.0,1,1,non functional
200.0,2131,0,48.0,1,0,functional
0.0,1375,270,15.0,1,0,functional
500.0,699,300,32.0,1,0,non functional
20.0,1739,149,28.0,1,1,functional
0.0,702,750,15.0,1,0,functional
2000.0,1423,200,23.0,1,1,functional needs repair
0.0,688,1000,18.0,1,0,functional
300.0,886,30,50.0,1,0,non functional
30.0,827,0,16.0,1,1,non functional
500.0,1491,80,15.0,1,0,functional
0.0,102,1,20.0,1,1,functional
0.0,12,1,50.0,1,1,non functional
500.0,1805,100,17.0,1,1,functional
200.0,262,200,19.0,1,1,functional
3000.0,1860,0,31.0,1,0,functional
1000.0,874,0,38.0,1,1,functional
500.0,1701,40,44.0,1,1,functional needs repair
0.0,1241,140,13.0,1,0,functional
300.0,2061,0,27.0,1,0,functional
0.0,336,86,27.0,1,1,non functional
0.0,86,90,17.0,1,1,non functional
0.0,1033,254,11.0,1,1,functional
50.0,388,250,17.0,1,1,non functional
2400.0,925,1,21.0,1,1,functional
300.0,-2,1,48.0,1,1,functional
0.0,1300,1,50.0,0,1,non functional
0.0,1233,350,20.0,1,1,functional needs repair
5000.0,501,250,10.0,1,1,functional needs repair
1000.0,1046,210,11.0,1,1,non functional
0.0,148,241,12.0,1,1,functional
0.0,1151,120,57.0,1,1,non functional
50.0,-3,1,20.0,1,1,functional
200.0,1341,1,19.0,1,1,functional
0.0,1447,534,15.0,1,1,non functional
0.0,1297,300,36.0,1,0,non functional
500.0,1128,345,10.0,1,1,functional
0.0,17,250,14.0,1,0,non functional
5000.0,1364,850,12.0,1,0,functional
0.0,1538,1,10.0,1,1,non functional
0.0,777,540,11.0,1,0,functional
50.0,222,96,15.0,1,1,functional
0.0,390,1,31.0,1,1,non functional
50.0,83,454,17.0,1,1,non functional
10.0,1402,50,23.0,1,1,functional
0.0,1921,0,38.0,1,1,non functional
0.0,1359,135,12.0,1,1,non functional
0.0,1446,50,24.0,1,1,non functional
200.0,490,96,30.0,1,1,functional
100.0,1124,200,16.0,1,1,functional
0.0,1212,1500,28.0,1,0,non functional
300.0,1401,25,15.0,1,0,functional
1000.0,1701,1,28.0,1,0,non functional
0.0,1786,100,17.0,1,1,non functional
5000.0,1615,50,13.0,1,1,functional
0.0,1495,200,27.0,1,1,functional needs repair
0.0,2108,0,19.0,1,0,non functional
10.0,794,35,21.0,1,1,functional
0.0,1132,200,22.0,1,1,functional
0.0,1226,100,37.0,1,1,non functional
0.0,1374,156,44.0,1,1,functional
0.0,1169,250,17.0,1,1,non functional
0.0,-6,120,62.0,1,0,non functional
0.0,202,300,40.0,1,1,functional
7.0,1181,50,14.0,1,1,functional
2500.0,952,200,52.0,1,1,non functional
1000.0,473,350,43.0,1,1,functional
50.0,-41,600,18.0,1,1,functional
500.0,1818,65,12.0,1,1,functional
0.0,379,300,40.0,1,0,non functional
0.0,1373,450,14.0,1,1,functional
0.0,1376,1000,13.0,1,1,functional
0.0,1163,300,26.0,1,1,non functional
1000.0,1282,230,32.0,1,0,non functional
600.0,847,400,13.0,1,1,functional
250.0,1424,380,26.0,1,1,functional
5.0,1555,1,15.0,0,1,non functional
1000.0,1323,30,13.0,1,1,functional needs repair
0.0,1003,10,50.0,1,1,non functional
500.0,284,1,29.0,1,1,functional
0.0,1303,50,13.0,1,1,functional
0.0,2027,20,12.0,1,1,functional
0.0,73,100,44.0,1,0,non functional
0.0,1199,250,11.0,1,0,functional
2400.0,1507,1,28.0,1,1,non functional
0.0,1069,40,48.0,1,1,functional
50.0,98,862,22.0,1,0,non functional
2000.0,1661,25,25.0,0,1,functional
50.0,991,0,13.0,1,1,functional
0.0,1732,50,50.0,0,1,functional
600.0,824,345,13.0,1,1,functional needs repair
0.0,1386,210,27.0,1,1,functional needs repair
0.0,573,1,13.0,0,0,functional
1000.0,2157,80,22.0,1,1,functional
0.0,895,250,44.0,1,0,non functional
50.0,1184,223,13.0,1,1,non functional
200.0,1191,2450,20.0,1,0,functional
0.0,397,500,54.0,1,0,non functional
6000.0,1395,45,23.0,1,0,functional
0.0,1175,1280,10.0,1,0,non functional
700.0,1256,500,24.0,1,1,functional
20.0,1611,211,19.0,1,1,non functional
25.0,1483,563,16.0,1,1,non functional
0.0,1463,170,42.0,1,1,non functional
0.0,245,650,20.0,1,1,non functional
300.0,1380,40,15.0,1,0,functional
0.0,-30,30,15.0,1,0,non functional
500.0,1040,360,20.0,1,1,functional
200.0,1737,1,20.0,1,1,non functional
500.0,1492,65,38.0,1,0,functional
1000.0,1028,300,24.0,1,1,non functional
40.0,326,500,19.0,1,1,functional
500.0,750,250,12.0,1,1,functional
200.0,384,150,14.0,1,1,functional
300.0,750,150,20.0,1,1,functional needs repair
0.0,871,200,18.0,1,1,non functional
0.0,141,367,17.0,1,1,functional
50.0,1215,350,30.0,1,0,functional
0.0,177,1,37.0,1,1,non functional
2000.0,1462,690,15.0,1,1,functional
1000.0,2026,7,16.0,1,0,functional
0.0,1306,500,24.0,0,0,functional needs repair
0.0,102,400,10.0,1,1,non functional
0.0,1375,500,14.0,1,0,functional
0.0,1552,360,10.0,1,1,functional
250.0,1444,280,32.0,1,1,non functional
0.0,278,2000,47.0,1,1,non functional
0.0,1605,1,46.0,0,1,non functional
0.0,1377,400,34.0,1,0,non functional
0.0,1099,325,12.0,1,1,functional
0.0,1135,74,13.0,1,1,functional
500.0,1311,400,11.0,1,1,functional
0.0,1723,361,12.0,1,1,functional
0.0,767,90,36.0,1,1,non functional
0.0,1303,150,37.0,1,1,non functional
30.0,165,20,15.0,0,1,functional
0.0,1554,200,52.0,1,1,non functional
50.0,88,300,18.0,1,0,functional
12000.0,1128,93,14.0,1,1,functional
0.0,1602,543,11.0,1,1,functional
25.0,1093,150,16.0,1,1,functional
0.0,1306,1000,50.0,1,0,non functional
0.0,1813,450,27.0,1,1,non functional
100.0,322,50,13.0,1,0,functional
4000.0,500,240,15.0,1,1,functional needs repair
0.0,1386,130,38.0,1,1,non functional
2000.0,718,1,16.0,1,0,functional
0.0,-33,200,37.0,1,1,non functional
0.0,1677,60,11.0,1,0,functional
0.0,1259,98,13.0,1,1,non functional
0.0,1283,350,18.0,1,0,functional
500.0,2376,0,14.0,1,0,functional
0.0,1406,356,15.0,1,1,functional
0.0,1941,275,19.0,1,1,functional
500.0,731,250,24.0,1,0,non functional
0.0,1935,265,12.0,1,1,non functional
0.0,56,350,18.0,1,0,non functional
200.0,1650,300,15.0,1,1,functional
0.0,420,1,26.0,1,1,non functional
0.0,1832,0,47.0,1,0,non functional
0.0,521,1,52.0,1,1,non functional
0.0,1580,230,19.0,1,1,functional
0.0,245,300,38.0,1,0,non functional
0.0,1693,350,50.0,1,1,non functional
30.0,1518,100,32.0,1,1,non functional
0.0,1237,50,39.0,1,1,non functional
0.0,468,140,31.0,1,1,non functional
20.0,145,432,16.0,1,1,functional
0.0,1141,400,26.0,1,0,non functional
1000.0,1734,1,18.0,1,1,functional
0.0,1269,150,18.0,1,0,functional
200.0,1517,180,46.0,1,1,non functional
20.0,1744,157,28.0,1,1,functional
100.0,1513,600,17.0,1,0,functional
0.0,-9,200,13.0,1,0,non functional
0.0,329,250,25.0,1,1,non functional
